,Año,Trimestre,Provincia,Accesos por cada 100 hogares,Accesos por cada 100 hab,Periodo
717,2015,2,Santiago Del Estero,17.11,,
718,2015,2,Tierra Del Fuego,74.51,,
719,2015,2,Tucumán,35.69,,
720,2015,1,Buenos Aires,56.37,,
721,2015,1,Capital Federal,114.9,,
722,2015,1,Catamarca,25.11,,
723,2015,1,Chaco,26.65,,
724,2015,1,Chubut,37.61,,
725,2015,1,Córdoba,54.7,,
726,2015,1,Corrientes,28.95,,
727,2015,1,Entre Ríos,42.07,,
728,2015,1,Formosa,18.12,,
729,2015,1,Jujuy,19.69,,
730,2015,1,La Pampa,55.51,,
731,2015,1,La Rioja,16.7,,
732,2015,1,Mendoza,32.37,,
733,2015,1,Misiones,26.31,,
734,2015,1,Neuquén,51.95,,
735,2015,1,Río Negro,45.33,,
736,2015,1,Salta,30.01,,
737,2015,1,San Juan,27.55,,
738,2015,1,San Luis,9.72,,
739,2015,1,Santa Cruz,27.99,,
740,2015,1,Santa Fe,50.24,,
741,2015,1,Santiago Del Estero,17.06,,
742,2015,1,Tierra Del Fuego,74.23,,
743,2015,1,Tucumán,35.08,,
744,2014,4,Buenos Aires,56.09,,
745,2014,4,Capital Federal,114.9,,
746,2014,4,Catamarca,25.51,,
747,2014,4,Chaco,21.87,,
748,2014,4,Chubut,40.25,,
749,2014,4,Córdoba,54.7,,
750,2014,4,Corrientes,23.56,,
751,2014,4,Entre Ríos,36.03,,
752,2014,4,Formosa,17.96,,
753,2014,4,Jujuy,19.6,,
754,2014,4,La Pampa,51.27,,
755,2014,4,La Rioja,17.01,,
756,2014,4,Mendoza,32.64,,
757,2014,4,Misiones,24.16,,
758,2014,4,Neuquén,52.55,,
759,2014,4,Río Negro,45.48,,
760,2014,4,Salta,29.53,,
761,2014,4,San Juan,28.04,,
762,2014,4,San Luis,9.79,,
763,2014,4,Santa Cruz,27.8,,
764,2014,4,Santa Fe,50.0,,
765,2014,4,Santiago Del Estero,17.27,,
766,2014,4,Tierra Del Fuego,66.14,,
767,2014,4,Tucumán,35.32,,
768,2014,3,Buenos Aires,56.75,,
769,2014,3,Capital Federal,113.8,,
770,2014,3,Catamarca,24.71,,
771,2014,3,Chaco,21.11,,
772,2014,3,Chubut,40.6,,
773,2014,3,Córdoba,54.23,,
774,2014,3,Corrientes,22.79,,
775,2014,3,Entre Ríos,34.98,,
776,2014,3,Formosa,17.77,,
777,2014,3,Jujuy,18.37,,
778,2014,3,La Pampa,55.78,,
779,2014,3,La Rioja,16.51,,
780,2014,3,Mendoza,32.31,,
781,2014,3,Misiones,23.57,,
782,2014,3,Neuquén,56.4,,
783,2014,3,Río Negro,46.2,,
784,2014,3,Salta,29.22,,
785,2014,3,San Juan,27.85,,
786,2014,3,San Luis,9.71,,
787,2014,3,Santa Cruz,28.23,,
788,2014,3,Santa Fe,49.2,,
789,2014,3,Santiago Del Estero,16.49,,
790,2014,3,Tierra Del Fuego,65.69,,
791,2014,3,Tucumán,33.94,,
792,2014,2,Buenos Aires,55.06,,
793,2014,2,Capital Federal,113.14,,
794,2014,2,Catamarca,24.7,,
795,2014,2,Chaco,20.96,,
796,2014,2,Chubut,41.41,,
797,2014,2,Córdoba,53.45,,
798,2014,2,Corrientes,22.58,,
799,2014,2,Entre Ríos,34.69,,
800,2014,2,Formosa,17.54,,
801,2014,2,Jujuy,18.71,,
802,2014,2,La Pampa,49.71,,
803,2014,2,La Rioja,16.5,,
804,2014,2,Mendoza,32.1,,
805,2014,2,Misiones,23.37,,
806,2014,2,Neuquén,50.84,,
807,2014,2,Río Negro,45.33,,
808,2014,2,Salta,28.91,,
809,2014,2,San Juan,27.78,,
810,2014,2,San Luis,9.72,,
811,2014,2,Santa Cruz,29.38,,
812,2014,2,Santa Fe,48.39,,
813,2014,2,Santiago Del Estero,16.7,,
814,2014,2,Tierra Del Fuego,64.36,,
815,2014,2,Tucumán,33.94,,
816,2014,1,Buenos Aires,54.57,,
817,2014,1,Capital Federal,112.25,,
818,2014,1,Catamarca,24.25,,
819,2014,1,Chaco,20.72,,
820,2014,1,Chubut,41.24,,
821,2014,1,Córdoba,52.52,,
822,2014,1,Corrientes,22.32,,
823,2014,1,Entre Ríos,34.37,,
824,2014,1,Formosa,17.42,,
825,2014,1,Jujuy,18.42,,
826,2014,1,La Pampa,48.43,,
827,2014,1,La Rioja,16.29,,
828,2014,1,Mendoza,31.91,,
829,2014,1,Misiones,23.14,,
830,2014,1,Neuquén,49.79,,
831,2014,1,Río Negro,44.91,,
832,2014,1,Salta,28.7,,
833,2014,1,San Juan,27.6,,
834,2014,1,San Luis,9.35,,
835,2014,1,Santa Cruz,28.94,,
836,2014,1,Santa Fe,47.85,,
837,2014,1,Santiago Del Estero,16.31,,
838,2014,1,Tierra Del Fuego,63.97,,
839,2014,1,Tucumán,33.42,,
0,2022,3,,76.64,23.95,Jul-Sept 2022
1,2022,2,,75.97,23.72,Abr-Jun 2022
2,2022,1,,73.88,23.05,Ene-Mar 2022
3,2021,4,,73.18,22.81,Oct-Dic 2021
4,2021,3,,70.58,21.98,Jul-Sept 2021
5,2021,2,,69.24,21.55,Abr-Jun 2021
6,2021,1,,67.95,21.13,Ene-Mar 2021
7,2020,4,,67.62,21.01,Oct-Dic 2020
8,2020,3,,66.31,20.59,Jul-Sept 2020
9,2020,2,,64.21,19.92,Abr-Jun 2020
10,2020,1,,62.86,19.48,Ene-Mar 2020
11,2019,4,,62.92,19.49,Oct-Dic 2019
12,2019,3,,65.79,20.36,Jul-Sept 2019
13,2019,2,,64.53,19.96,Abr-Jun 2019
14,2019,1,,62.48,19.31,Ene-Mar 2019
15,2018,4,,61.42,18.97,Oct-Dic 2018
16,2018,3,,60.69,18.73,Jul-Sept 2018
17,2018,2,,59.16,18.24,Abr-Jun 2018
18,2018,1,,58.82,18.12,Ene-Mar 2018
19,2017,4,,57.78,17.79,Oct-Dic 2017
20,2017,3,,56.9,17.51,Jul-Sept 2017
21,2017,2,,54.9,16.88,Abr-Jun 2017
22,2017,1,,54.16,16.64,Ene-Mar 2017
23,2016,4,,53.94,16.56,Oct-Dic 2016
24,2016,3,,53.73,16.5,Jul-Sept 2016
25,2016,2,,53.34,16.37,Abr-Jun 2016
26,2016,1,,51.85,15.9,Ene-Mar 2016
27,2015,4,,52.63,16.12,Oct-Dic 2015
28,2015,3,,52.46,16.05,Jul-Sept 2015
29,2015,2,,51.76,15.82,Abr-Jun 2015
30,2015,1,,51.36,15.68,Ene-Mar 2015
31,2014,4,,50.5,15.39,Oct-Dic 2014
32,2014,3,,50.67,15.43,Jul-Sept 2014
33,2014,2,,49.86,15.16,Abr-Jun 2014
34,2014,1,,49.55,15.05,Ene-Mar 2014
